PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,close,open,volume,high,low
214,0,2,"Givard, Mr. Hans Kristensen",male,30,0,0,250646,13,,S,122.15,122.83,22957100,123.2089,121.35
215,0,3,"Kiernan, Mr. Philip",male,,1,0,367229,7.75,,Q,120.75,119.59,30468330,121.93,119.25
216,1,1,"Newell, Miss. Madeleine",female,31,1,0,35273,113.275,D36,C,120,122,63660540,123.28,119.5
217,1,3,"Honkanen, Miss. Eliina",female,27,0,0,STON/O2. 3101283,7.925,,S,127.17,130.23,43895660,130.23,126.28
218,0,2,"Jacobsohn, Mr. Sidney Samuel",male,42,1,0,243847,27,,S,129.5,131.41,21974210,131.94,128.65
219,1,1,"Bazzani, Miss. Albina",female,32,0,0,11813,76.2917,D15,C,130.99,132.01,15649280,132.12,130.8835
220,0,2,"Harris, Mr. Walter",male,30,0,0,W/C 14208,10.5,,S,131.29,130.5,24500920,132.97,129.93
221,1,3,"Sunderland, Mr. Victor Francis",male,16,0,0,SOTON/OQ 392089,8.05,,S,129.69,131.74,16628680,131.8,129.27
222,0,2,"Bracken, Mr. James H",male,27,0,0,220367,13,,S,131.04,131.64,13066210,132.26,130.935
223,0,3,"Green, Mr. George Henry",male,51,0,0,21440,8.05,,S,132.29,133.5,13307700,133.5,132.22
224,0,3,"Nenkoff, Mr. Christo",male,,0,0,349234,7.8958,,S,133.28,132.72,17420290,133.405,132.15
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38,1,0,19943,90,C93,S,132.07,129.78,18983740,132.13,129.7
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,22,0,0,PP 4348,9.35,,S,130,130.07,13148980,130.66,129.5
227,1,2,"Mellors, Mr. William John",male,19,0,0,SW/PP 751,10.5,,S,130.11,128.74,16723000,130.47,128.6
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,,S,128.57,128.68,13487280,129.39,128.01
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18,0,0,236171,13,,S,127.54,128.2,11317650,128.47,127.32
230,0,3,"Lefebre, Miss. Mathilde",female,,3,1,4133,25.4667,,S,127.88,128.49,13335970,128.95,127.58
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35,1,0,36973,83.475,C83,S,127.82,128.21,17106910,128.25,126.75
232,0,3,"Larsson, Mr. Bengt Edvin",male,29,0,0,347067,7.775,,S,129.05,129.01,11043240,129.66,128.46
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59,0,0,237442,13.5,,S,128.88,130.23,17508530,130.64,128.23
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5,4,2,347077,31.3875,,S,130.24,129.68,15113560,130.7,129.2
235,0,2,"Leyson, Mr. Robert William Norman",male,24,0,0,C.A. 29566,10.5,,S,128.99,129.04,12800360,129.25,128.33
236,0,3,"Harknett, Miss. Alice Phoebe",female,,0,0,W./C. 6609,7.55,,S,128.74,128.43,11673340,129.06,128.08
237,0,2,"Hold, Mr. Stephen",male,44,1,0,26707,26,,S,128.47,128.25,12354920,128.8,127.83
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8,0,2,C.A. 31921,26.25,,S,128.19,129.17,14294610,129.2765,127.5499
239,0,2,"Pengelly, Mr. Frederick William",male,19,0,0,28665,10.5,,S,128.77,128.38,13134510,129.09,127.8
240,0,2,"Hunt, Mr. George Henry",male,33,0,0,SCO/W 1585,12.275,,S,128.27,128.03,18392040,128.59,127.45
241,0,3,"Zabour, Miss. Thamine",female,,1,0,2665,14.4542,,C,128.09,129.18,14489880,129.29,127.55
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,,1,0,367230,15.5,,Q,129.23,129.21,12035720,129.47,128.4
243,0,2,"Coleridge, Mr. Reginald Charles",male,29,0,0,W./C. 14263,10.5,,S,128.69,127.61,15600130,129.01,127.43
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22,0,0,STON/O 2. 3101275,7.125,,S,127.31,127.37,15041370,128.16,126.8
245,0,3,"Attalah, Mr. Sleiman",male,30,0,0,2694,7.225,,C,127.96,127.56,28293920,128.6,127.3
246,0,1,"Minahan, Dr. William Edward",male,44,2,0,19928,90,C78,Q,130.08,130.5,15358850,130.73,129.56
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25,0,0,347071,7.775,,S,129.94,129.13,14045780,130.005,128.39
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24,0,2,250649,14.5,,S,128.64,128.65,11076150,129.17,128.0307
249,1,1,"Beckwith, Mr. Richard Leonard",male,37,1,1,11751,52.5542,D35,S,128.65,129.91,14927990,129.94,128.26
250,0,2,"Carter, Rev. Ernest Courtenay",male,54,1,0,244252,26,,S,129.07,128.2,24083560,129.18,128.2
251,0,3,"Reed, Mr. James George",male,,0,0,362316,7.25,,S,128.35,127.98,15084660,129.1,127.67
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29,1,1,347054,10.4625,G6,S,127.77,126.89,15712050,128.8,126.89
253,0,1,"Stead, Mr. William Thomas",male,62,0,0,113514,26.55,C87,S,127.21,128.03,17987510,128.35,126.66
254,0,3,"Lobb, Mr. William Arthur",male,30,1,0,A/5. 3336,16.1,,S,128.69,125.96,21159830,128.76,125.75
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41,0,2,370129,20.2125,,S,127.1,129.71,26963940,129.949,127.1
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29,0,2,2650,15.2458,,C,130.27,130.92,15655250,131.08,129.81
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,,0,0,PC 17585,79.2,,C,131.05,130.04,27942000,131.98,129.95
258,1,1,"Cherry, Miss. Gladys",female,30,0,0,110152,86.5,B77,S,129.73,126.67,26241480,129.94,126.47
259,1,1,"Ward, Miss. Anna",female,35,0,0,PC 17755,512.3292,,C,126.51,126.85,12074470,126.86,126
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50,0,1,230433,26,,S,126.17,126.38,13522260,126.63,125.6
261,0,3,"Smith, Mr. Thomas",male,,0,0,384461,7.75,,Q,126.12,125.6,14183190,126.22,125.1
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3,4,2,347077,31.3875,,S,125.84,126.6,17778300,126.6,125.15
263,0,1,"Taussig, Mr. Emil",male,52,1,1,110413,79.65,E67,S,126.54,124.35,15901270,126.73,124.35
264,0,1,"Harrison, Mr. William",male,40,0,0,112059,0,B94,S,124.96,124.05,17467840,125.19,123.91
265,0,3,"Henry, Miss. Delia",female,,0,0,382649,7.75,,Q,123.89,123.12,10720680,124.37,123.1
266,0,2,"Reeves, Mr. David",male,36,0,0,C.A. 17248,10.5,,S,123.48,124.47,12226720,124.69,123.09
267,0,3,"Panula, Mr. Ernesti Arvid",male,16,4,1,3101295,39.6875,,S,124.37,124.51,13302050,125.09,124.25
268,1,3,"Persson, Mr. Ernst Ulrik",male,25,1,0,347083,7.775,,S,124.15,123.33,14377070,124.83,123.11
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58,0,1,PC 17582,153.4625,C125,S,123.56,123.6,11582430,124.157,123.28
270,1,1,"Bissette, Miss. Amelia",female,35,0,0,PC 17760,135.6333,C99,S,123.91,124.01,12378280,124.26,123.64
271,0,1,"Cairns, Mr. Alexander",male,,0,0,113798,31,,S,124.37,123.66,13759700,124.38,122.85
272,1,3,"Tornquist, Mr. William Henry",male,25,0,0,LINE,0,,S,123.3,123.5,14209580,123.92,122.78
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41,0,1,250644,19.5,,S,123.9,124.91,19280400,124.92,123.7
274,0,1,"Natsch, Mr. Charles H",male,37,0,1,PC 17596,29.7,C118,C,124.88,124.7,12146150,125,124.18
275,1,3,"Healy, Miss. Hanora ""Nora""",female,,0,0,370375,7.75,,Q,124.9,125.2,11708610,125.38,124.75
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63,1,0,13502,77.9583,D7,S,124.88,125.07,10645370,125.48,124.54
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45,0,0,347073,7.75,,S,125.06,125.34,19587330,126.09,124.53
278,0,2,"Parkes, Mr. Francis ""Frank""",male,,0,0,239853,0,,S,125.26,125.25,15216950,125.45,124.55
279,0,3,"Rice, Master. Eric",male,7,4,1,382652,29.125,,Q,125.15,124.98,20144810,125.835,124.6184
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35,1,1,C.A. 2673,20.25,,S,124.36,122.94,21052200,124.79,122.51
281,0,3,"Duane, Mr. Frank",male,65,0,0,336439,7.75,,Q,122.51,123.09,18479970,123.92,122.31
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28,0,0,347464,7.8542,,S,123.09,124.06,23919790,124.8,122.07
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16,0,0,345778,9.5,,S,124.31,123.85,24986020,124.58,122.86
284,1,3,"Dorking, Mr. Edward Arthur",male,19,0,0,A/5. 10482,8.05,,S,123.94,124.65,34943890,125.84,123.71
285,0,1,"Smith, Mr. Richard William",male,,0,0,113056,26,A19,S,125,127.52,78673980,128.33,123.63
286,0,3,"Stankovic, Mr. Ivan",male,33,0,0,349239,8.6625,,C,123.34,122.42,50218420,125,121.51
287,1,3,"de Mulder, Mr. Theodore",male,30,0,0,345774,9.5,,S,121.22,122,17417060,122.07,120.75
288,0,3,"Naidenoff, Mr. Penko",male,22,0,0,349206,7.8958,,S,121.63,121.39,18453230,121.85,117.78
289,1,2,"Hosono, Mr. Masabumi",male,42,0,0,237798,13,,S,121,119.9,18363590,121.01,119.31
290,1,3,"Connolly, Miss. Kate",female,22,0,0,370373,7.75,,Q,120.61,121.92,17787630,122.1,120.25
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26,0,0,19877,78.85,,S,121.92,121.25,19991920,122.2,120.56
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19,1,0,11967,91.0792,B49,C,120.61,118.99,21502910,120.85,118.66
293,0,2,"Levy, Mr. Rene Jacques",male,36,0,0,SC/Paris 2163,12.875,D,C,119.37,117.32,20816900,119.61,116.89
294,0,3,"Haas, Miss. Aloisia",female,24,0,0,349236,8.85,,S,116.86,117.74,16601530,118.28,116.58
295,0,3,"Mineff, Mr. Ivan",male,24,0,0,349233,7.8958,,S,117.29,117.5,14554060,117.64,116.7
296,0,1,"Lewy, Mr. Ervin G",male,,0,0,PC 17612,27.7208,,C,116.78,118.39,16180680,118.4,116.68
297,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,,C,117.93,118.63,15084590,118.72,117.57
298,0,1,"Allison, Miss. Helen Loraine",female,2,1,2,113781,151.55,C22 C26,S,117.87,117.71,17613670,118.7,117.5
299,1,1,"Saalfeld, Mr. Adolphe",male,,0,0,19988,30.5,C106,S,117.24,116.43,18117330,117.5,115.85
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50,0,1,PC 17558,247.5208,B58 B60,C,115.85,116.63,16612350,116.97,115.36
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0,0,9234,7.75,,Q,116.7,113.36,24318520,116.79,112.97
302,1,3,"McCoy, Mr. Bernard",male,,2,0,367226,23.25,,Q,114,113.94,14206220,114.11,112.97
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19,0,0,LINE,0,,S,114.19,114.2,14955080,115.13,113.81
304,1,2,"Keane, Miss. Nora A",female,,0,0,226593,12.35,E101,Q,114.28,114.67,23159510,115.18,113.67
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,,0,0,A/5 2466,8.05,,S,114.16,113.37,20935530,114.25,113.04
306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,S,112.7,110.63,26772900,112.75,110.55
307,1,1,"Fleming, Miss. Margaret",female,,0,0,17421,110.8833,,C,108.97,111.57,36172810,111.57,108.23
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17,1,0,PC 17758,108.9,C65,C,112.08,111.01,40555840,113.68,111
309,0,2,"Abelson, Mr. Samuel",male,30,1,0,P/PP 3381,24,,C,115.08,114.37,16096460,115.09,113.54
310,1,1,"Francatelli, Miss. Laura Mabel",female,30,0,0,PC 17485,56.9292,E36,C,113.91,114.65,14811570,114.74,113.61
311,1,1,"Hays, Miss. Margaret Bechstein",female,24,0,0,11767,83.1583,C54,C,114.38,114.12,18997270,115.2142,113.97
312,1,1,"Ryerson, Miss. Emily Borie",female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,C,113.37,113.77,20746500,114.72,112.75
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26,1,1,250651,26,,S,113.02,114.42,24410770,114.43,112.56
314,0,3,"Hendekovic, Mr. Ignjac",male,28,0,0,349243,7.8958,,S,114.39,113.87,19207560,114.5,112.94
315,0,2,"Hart, Mr. Benjamin",male,43,1,1,F.C.C. 13529,26.25,,S,114.6,115.3,19789270,115.44,114.07
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26,0,0,347470,7.8542,,S,114.94,114.07,17573960,114.95,113.58
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24,1,0,244367,26,,S,113.95,115,31675970,115.48,113.31
318,0,2,"Moraweck, Dr. Ernest",male,54,0,0,29011,14,,S,116.62,117.54,18474380,118.11,116.26
319,1,1,"Wick, Miss. Mary Natalie",female,31,0,2,36928,164.8667,C7,S,118.56,118.13,13842230,118.68,117.71
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40,1,1,16966,134.5,E34,C,118.39,117.76,14493990,118.6,117.27
321,0,3,"Dennis, Mr. Samuel",male,22,0,0,A/5 21172,7.25,,S,117.76,119.24,17069990,119.3,117.67
322,0,3,"Danoff, Mr. Yoto",male,27,0,0,349219,7.8958,,S,118.79,118.62,12721610,119.43,118.36
323,1,2,"Slayter, Miss. Hilda Mary",female,30,0,0,234818,12.35,,Q,118.47,118.975,14115480,118.98,117.86
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22,1,1,248738,29,,S,118.93,118.69,13216260,119.44,118.22
325,0,3,"Sage, Mr. George John Jr",male,,8,2,CA. 2343,69.55,,S,118.78,118.5,15003570,119.08,117.82
326,1,1,"Young, Miss. Marie Grice",female,36,0,0,PC 17760,135.6333,C32,C,118.81,119.46,23526050,120.1,118.121
327,0,3,"Nysveen, Mr. Johan Hansen",male,61,0,0,345364,6.2375,,S,119.38,119.56,13476050,119.85,119.01
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36,0,0,28551,13,D,S,119.47,118.24,18437640,119.7601,117.92
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31,1,1,363291,20.525,,S,117.89,118.13,20026150,118.665,117.38
330,1,1,"Hippach, Miss. Jean Gertrude",female,16,0,1,111361,57.9792,B18,C,117.7,116.24,20156400,117.73,116.12
331,1,3,"McCoy, Miss. Agnes",female,,2,0,367226,23.25,,Q,115.97,117.42,20409860,117.6,115.94
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,S,117.35,116.96,18893950,117.99,116.95
333,0,1,"Graham, Mr. George Edward",male,38,0,1,PC 17582,153.4625,C91,S,116.81,117.05,20510770,117.49,115.88
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16,2,0,345764,18,,S,117.65,116.8,21596120,118.27,116.73
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,133.65,,S,117.35,118.82,21296660,119.01,117.2
336,0,3,"Denkoff, Mr. Mitto",male,,0,0,349225,7.8958,,S,118.67,119.38,31188070,119.61,117.35
337,0,1,"Pears, Mr. Thomas Clinton",male,29,1,0,113776,66.6,C2,S,119.81,120.38,18077540,120.64,119.68
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41,0,0,16966,134.5,E40,C,120.28,119.98,21649010,120.84,118.9
339,1,3,"Dahl, Mr. Karl Edwart",male,45,0,0,7598,8.05,,S,119.52,120.41,21976560,121.08,119.42
340,0,1,"Blackwell, Mr. Stephen Weart",male,45,0,0,113784,35.5,T,S,120.5,119.62,23127390,120.5,119
341,1,2,"Navratil, Master. Edmond Roger",male,2,1,1,230080,26,F2,S,119.24,119.54,21097310,120.28,118.9
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24,3,2,19950,263,C23 C25 C27,S,119.49,117.16,26362480,119.637,117.1127
343,0,2,"Collander, Mr. Erik Gustaf",male,28,0,0,248740,13,,S,117.81,118.04,22032830,118.98,117.25
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25,0,0,244361,13,,S,118.06,116.61,23414270,118.3,116.57
345,0,2,"Fox, Mr. Stanley Hubert",male,36,0,0,229236,13,,S,117.43,117.52,24087870,118.16,117.02
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24,0,0,248733,13,F33,S,118.57,117.83,27789510,118.73,116.57
347,1,2,"Smith, Miss. Marion Elsie",female,40,0,0,31418,13,,S,117.58,116.82,37106010,117.84,115.84
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1,0,386525,16.1,,S,116.73,119.575,86913390,120.79,116.23
349,1,3,"Coutts, Master. William Loch ""William""",male,3,1,1,C.A. 37671,15.9,,S,108.89,107.94,50504560,108.94,106.31
350,0,3,"Dimic, Mr. Jovan",male,42,0,0,315088,8.6625,,S,108.76,110.49,22393840,110.5,108.15
351,0,3,"Odahl, Mr. Nils Martin",male,23,0,0,7267,9.225,,S,110.1,109.87,20997040,110.67,109.07
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,0,113510,35,C128,S,110.56,111.21,38397070,111.75,109.01
353,0,3,"Elias, Mr. Tannous",male,15,1,1,2695,7.2292,,C,113.44,112.55,20711310,114.04,112.31
354,0,3,"Arnold-Franchi, Mr. Josef",male,25,1,0,349237,17.8,,S,112.42,112.43,21020820,113.27,111.56
355,0,3,"Yousif, Mr. Wazli",male,,0,0,2647,7.225,,C,112.29,111.1,30177490,112.45,109.16
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28,0,0,345783,9.5,,S,110.45,109.74,21127750,110.81,109.2
357,1,1,"Bowerman, Miss. Elsie Edith",female,22,0,1,113505,55,E33,S,109.64,110.79,20793730,110.97,109.2
358,0,2,"Funk, Miss. Annie Clemmer",female,38,0,0,237671,13,,S,110.84,110.62,28439970,112.04,110.26
359,1,3,"McGovern, Miss. Mary",female,,0,0,330931,7.8792,,Q,110.51,112.23,88165850,112.65,106.52
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,,0,0,330980,7.8792,,Q,110.61,109.34,26190250,111.1645,108.99
361,0,3,"Skoog, Mr. Wilhelm",male,40,1,4,347088,27.9,,S,108.99,110.7,39707140,110.91,108.77
362,0,2,"del Carlo, Mr. Sebastiano",male,29,1,0,SC/PARIS 2167,27.7208,,C,110.63,114.25,48467350,114.33,109.9
363,0,3,"Barbara, Mrs. (Catherine David)",female,45,0,1,2691,14.4542,,C,113.64,113.79,20683460,114.89,113.0663
364,0,3,"Asim, Mr. Adola",male,35,0,0,SOTON/O.Q. 3101310,7.05,,S,113.71,112.47,20794390,113.81,112.42
365,0,3,"O'Brien, Mr. Thomas",male,,1,0,370365,15.5,,Q,112.22,112.11,22779490,113.32,111.9
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30,0,0,C 7076,7.25,,S,112.55,114.07,48418260,114.55,111.61
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60,1,0,110813,75.25,D37,C,116.06,113.75,24751160,116.17,113.35
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,,0,0,2626,7.2292,,C,114.1,114.7,21171030,115.01,113.7682
369,1,3,"Jermyn, Miss. Annie",female,,0,0,14313,7.75,,Q,114.7,116.73,33196410,116.99,114.355
370,1,1,"Aubart, Mme. Leontine Pauline",female,24,0,0,PC 17477,69.3,B35,C,116.14,113.83,29789720,116.32,113.64
371,1,1,"Harder, Mr. George Achilles",male,25,1,0,11765,55.4417,E50,C,113.69,113.32,21332720,114.5889,112.95
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18,1,0,3101267,6.4958,,S,113.05,112.13,17157540,113.09,111.68
373,0,3,"Beavan, Mr. William Thomas",male,19,0,0,323951,8.05,,S,112.54,112.01,18546450,113.19,112
374,0,1,"Ringhini, Mr. Sante",male,22,0,0,PC 17760,135.6333,,C,112.25,111.36,18989920,112.88,111.17
375,0,3,"Palsson, Miss. Stina Viola",female,3,3,1,349909,21.075,,S,111.85,111.66,18430870,112.37,111.03
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1,0,PC 17604,82.1708,,C,111.45,111.56,36265530,112.42,110.27
377,1,3,"Landergren, Miss. Aurora Adelia",female,22,0,0,C 7077,7.25,,S,111.02,112.15,24215410,112.69,110.73
378,0,1,"Widener, Mr. Harry Elkins",male,27,0,2,113503,211.5,C82,C,112.18,110.49,24696190,112.5,110.1
379,0,3,"Betros, Mr. Tannous",male,20,0,0,2648,4.0125,,C,110.67,109.11,17596280,110.83,108.84
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19,0,0,347069,7.775,,S,109.89,109.28,17240940,110.33,108.77
381,1,1,"Bidois, Miss. Rosalie",female,42,0,0,PC 17757,227.525,,C,109.41,108.48,20667610,109.42,107.92
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1,0,2,2653,15.7417,,C,107.32,107.91,24835810,108.66,105.7699
383,0,3,"Tikkanen, Mr. Juho",male,32,0,0,STON/O 2. 3101293,7.925,,S,107.51,106.7,20458320,107.51,105.49
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35,1,0,113789,52,,S,105.93,104.78,25582660,107.37,104.4
385,0,3,"Plotcharsky, Mr. Vasil",male,,0,0,349227,7.8958,,S,105.73,108.07,31487180,108.07,104.72
386,0,2,"Davies, Mr. Charles Henry",male,18,0,0,S.O.C. 14879,73.5,,S,108.39,110.05,24908230,110.05,107.93
387,0,3,"Goodwin, Master. Sidney Leonard",male,1,5,2,CA 2144,46.9,,S,109.58,110.25,21337720,110.3,108.54
388,1,2,"Buss, Miss. Kate",female,36,0,0,27849,13,,S,109.95,109.68,25656490,110.55,108.77
389,0,3,"Sadlier, Mr. Matthew",male,,0,0,367655,7.7292,,Q,109.82,107.83,26743550,109.82,107.6
390,1,2,"Lehmann, Miss. Bertha",female,17,0,0,SC 1748,12,,C,106.92,107.6,32739960,108.9101,106.75
391,1,1,"Carter, Mr. William Ernest",male,36,1,2,113760,120,B96 B98,S,107.92,108.7,26658020,109.45,107.16
392,1,3,"Jansson, Mr. Carl Olof",male,21,0,0,350034,7.7958,,S,108.07,107.11,29862100,108.07,105.61
393,0,3,"Gustafsson, Mr. Johan Birger",male,28,2,0,3101277,7.925,,S,106.88,104.21,34313290,106.95,102.74
394,1,1,"Newell, Miss. Marjorie",female,23,1,0,35273,113.275,D36,C,105.46,106.85,25279170,107.47,105.12
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24,0,2,PP 9549,16.7,G6,S,107.16,105.49,35675920,108.25,105.34
396,0,3,"Johansson, Mr. Erik",male,22,0,0,350052,7.7958,,S,104.57,102.55,32385500,105.02,102.06
397,0,3,"Olsson, Miss. Elina",female,31,0,0,350407,7.8542,,S,103.47,105.8,29543040,106,103.03
398,0,2,"McKane, Mr. Peter David",male,46,0,0,28403,26,,S,105.2,101.94,44009090,105.72,100.4
399,0,2,"Pain, Dr. Alfred",male,23,0,0,244278,10.5,,S,101.61,103.8,45604490,103.93,100.24
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28,0,0,240929,12.65,,S,102.01,103.74,36158700,104.24,101.09
401,1,3,"Niskanen, Mr. Juha",male,39,0,0,STON/O 2. 3101289,7.925,,S,101.91,99.6,43598890,105.11,98.88
402,0,3,"Adams, Mr. John",male,26,0,0,341826,8.05,,S,101,101.55,45044840,103.25,100.24
403,0,3,"Jussila, Miss. Mari Aina",female,21,1,0,4137,9.825,,S,99.54,97.14,62616740,102.4,96.82
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28,1,0,STON/O2. 3101279,15.85,,S,99.75,100.41,71119290,102.68,97.46
405,0,3,"Oreskovic, Miss. Marija",female,20,0,0,315096,8.6625,,S,104.07,109.51,76801180,109.58,103.18
406,0,2,"Gale, Mr. Shadrach",male,34,1,0,28664,21,,S,110.49,111.8,38784240,111.94,109.25
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,347064,7.75,,S,112.69,115.27,56867520,115.3407,109.75
408,1,2,"Richards, Master. William Rowe",male,3,1,1,29106,18.75,,S,114.61,114.8,59704890,117.59,113.2
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,312992,7.775,,S,115.09,112.27,46025570,115.72,112.01
410,0,3,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,,S,112.21,108.99,62660640,112.84,108.84
411,0,3,"Sdycoff, Mr. Todor",male,,0,0,349222,7.8958,,S,109.11,107.2,107251300,110.34,104.81
412,0,3,"Hart, Mr. Henry",male,,0,0,394140,6.8583,,Q,94.45,97.79,53505580,97.85,94.23
413,1,1,"Minahan, Miss. Daisy E",female,33,1,0,19928,90,C78,Q,97.34,97.76,26749760,97.88,95.66
414,0,2,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,0,,S,97.01,98.72,32382100,99.48,96.93
415,1,3,"Sundman, Mr. Johan Julian",male,44,0,0,STON/O 2. 3101269,7.925,,S,97.94,96.41,30371970,98.07,95.49
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095,8.05,,S,94.16,94.91,30479780,95.99,92.62
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,1,28220,32.5,,S,94.35,92.83,59015930,95,89.37
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18,0,2,250652,13,,S,95.26,96.53,30840640,97.42,93.92
419,0,2,"Matthews, Mr. William John",male,30,0,0,28228,13,,S,94.97,93.98,46068460,96.38,93.54
420,0,3,"Van Impe, Miss. Catharina",female,10,0,2,345773,24.15,,S,98.37,95.85,48617610,98.87,92.45
421,0,3,"Gheorgheff, Mr. Stanio",male,,0,0,349254,7.8958,,C,95.44,100.58,33297700,100.58,95.21
422,0,3,"Charters, Mr. David",male,21,0,0,A/5. 13032,7.7333,,Q,99.37,99,28301680,99.96,97.55
423,0,3,"Zimmerman, Mr. Leo",male,29,0,0,315082,7.875,,S,97.51,97.91,29896390,98.6,95.39
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,1,347080,14.4,,S,97.33,99.88,35351010,100.5,97.0311
425,0,3,"Rosblom, Mr. Viktor Richard",male,18,1,1,370129,20.2125,,S,97.92,100.5,45038210,101.43,97.3
426,0,3,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,7.25,,S,102.97,101.13,25046390,103.77,100.9
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28,1,0,2003,26,,S,102.73,102.89,23238890,103.7099,101.665
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,0,0,250655,26,,S,102.22,101.95,37846820,102.24,99.75
429,0,3,"Flynn, Mr. James",male,,0,0,364851,7.75,,Q,104.66,106,18382210,106.17,104.62
